employee_id,department,role,team_size,sprint_number,project_name,experience_years,previous_kpis_count,previous_kpi_met_rate,kpi_type,unit,target_value,duration_days,work_style,pace_ratio,halfway_completion,update_frequency,pace_trend,days_remaining_pct,fell_behind,n_updates,days_since_last_update,total_output_pct,engagement_score,risk_score,consistency_score,historical_success_rate,met_target
425,QA,tester,5,24,Sprint 24,1.6,10,0.79,Conduct client calls,calls,52,106,slow_starter,1.122,0.4401,0.4609,-0.4264,0.0,1,19,1,0.825,0.529,0.363,0.952,0.795,1
426,Marketing,designer,3,2,Sprint 2,13.9,10,0.35,Process sales leads,leads,54,106,steady,1.3675,0.6102,1.1644,0.4359,0.136,0,13,0,1.15,0.971,0.0,0.976,0.553,1
427,Marketing,engineer,12,21,Sprint 21,6.0,9,0.52,Deliver product features,features,57,88,slow_starter,0.6892,0.0894,0.5797,0.2213,0.5343,1,5,0,0.224,0.303,0.676,0.987,0.514,0
428,QA,designer,11,19,Sprint 19,7.8,7,0.43,Write documentation pages,pages,42,86,steady,1.2792,0.4443,0.9869,0.3343,0.1135,0,13,2,0.96,0.98,0.078,0.898,0.434,1
429,Engineering,tester,8,9,Sprint 9,1.7,16,0.43,Write documentation pages,pages,15,151,struggling,0.8295,0.4093,0.4123,-1.0749,0.2196,0,8,13,0.71,0.744,0.252,0.908,0.413,0
430,Marketing,analyst,10,20,Sprint 20,15.0,16,0.25,Onboard new clients,clients,20,80,slow_starter,1.2941,0.5856,1.8538,-0.5874,0.1466,1,10,0,1.102,1.0,0.453,0.991,0.16,1
431,QA,designer,7,12,Sprint 12,3.3,11,0.59,Write documentation pages,pages,53,177,steady,1.171,0.25,1.0487,0.3676,0.1715,1,16,0,0.511,0.63,0.4,1.0,0.488,1
432,QA,engineer,5,7,Sprint 7,10.4,4,0.76,Write documentation pages,pages,49,143,steady,0.5881,0.1507,0.7849,1.6316,0.1178,0,2,7,0.351,0.89,0.397,0.941,0.789,0
433,Product,engineer,7,23,Sprint 23,12.2,9,0.45,Close support tickets,tickets,102,67,strong_starter,0.9809,0.02,0.5093,-0.1148,0.1715,1,12,4,0.05,0.48,0.572,0.848,0.416,0
434,Product,tester,9,20,Sprint 20,11.1,4,0.7,Run quality tests,tests,47,82,steady,1.3677,0.4928,0.7922,1.3682,0.0702,0,10,2,1.15,1.0,0.046,1.0,0.66,1
435,Product,analyst,11,9,Sprint 9,1.3,20,0.95,Run quality tests,tests,25,95,strong_starter,0.8333,0.5487,1.1164,-0.8364,0.0842,1,14,2,1.031,0.736,0.477,0.953,0.854,1
436,QA,analyst,8,17,Sprint 17,14.7,3,0.9,Write documentation pages,pages,65,57,strong_starter,1.564,0.5419,1.0035,-0.6717,0.3642,0,8,1,1.032,0.922,0.0,1.0,0.94,1
437,QA,tester,2,2,Sprint 2,4.1,16,0.3,Deliver product features,features,19,80,slow_starter,0.8254,0.504,1.1847,2.625,0.0,0,17,2,1.15,1.0,0.176,1.0,0.352,1
438,Product,analyst,10,9,Sprint 9,12.3,20,0.26,Close support tickets,tickets,128,120,struggling,1.3527,0.5381,0.8761,-1.3647,0.1737,0,14,0,0.902,0.875,0.0,0.959,0.169,1
439,Product,designer,12,5,Sprint 5,1.8,12,0.52,Close support tickets,tickets,182,101,slow_starter,0.9928,0.4366,0.5268,2.5748,0.2127,0,9,2,1.119,0.806,0.131,1.0,0.476,1
440,QA,developer,11,11,Sprint 11,7.0,4,0.21,Conduct client calls,calls,73,91,slow_starter,0.3393,0.4086,1.0072,2.4967,0.132,1,9,5,1.06,0.59,0.679,0.906,0.216,0
441,Marketing,analyst,8,5,Sprint 5,10.0,18,0.92,Conduct client calls,calls,130,65,strong_starter,0.9333,0.6323,1.4291,1.0095,0.2457,0,14,0,1.15,1.0,0.183,1.0,0.957,1
442,Sales,consultant,2,11,Sprint 11,13.3,13,0.96,Deliver product features,features,19,111,struggling,0.296,0.1623,1.0168,-0.536,0.3111,1,9,11,0.321,0.603,0.817,0.944,1.0,0
443,Sales,engineer,11,20,Sprint 20,4.4,18,0.61,Resolve bug reports,bugs,34,78,steady,1.0331,0.6915,1.0361,-0.5868,0.0317,0,9,1,1.15,0.965,0.089,0.954,0.589,1
444,QA,analyst,10,20,Sprint 20,7.3,20,0.37,Close support tickets,tickets,131,50,slow_starter,0.2923,0.2669,0.5619,0.2443,0.3313,0,3,13,0.557,0.735,0.503,0.714,0.387,0
445,QA,engineer,6,14,Sprint 14,3.7,6,0.76,Complete code reviews,reviews,71,79,slow_starter,1.2237,0.2954,0.8968,0.0696,0.1231,1,17,0,0.57,0.596,0.382,0.983,0.822,1
446,QA,analyst,8,13,Sprint 13,11.8,19,0.74,Onboard new clients,clients,22,155,strong_starter,0.4155,0.3642,0.1094,-0.9675,0.2539,1,12,6,0.548,0.168,0.726,0.992,0.77,0
447,Engineering,tester,3,15,Sprint 15,7.1,1,0.88,Process sales leads,leads,176,167,strong_starter,1.1436,0.7027,0.8965,1.3344,0.0,0,9,0,1.15,0.956,0.037,1.0,0.806,1
448,Engineering,analyst,6,15,Sprint 15,6.3,9,0.77,Close support tickets,tickets,182,129,steady,1.0505,0.3304,1.5435,0.016,0.056,0,19,0,0.605,1.0,0.177,1.0,0.829,1
449,Sales,designer,12,15,Sprint 15,1.8,16,0.11,Resolve bug reports,bugs,93,43,struggling,1.2,0.02,0.8026,-0.9628,0.2179,0,5,3,0.12,0.898,0.215,0.998,0.0,0
450,QA,engineer,4,15,Sprint 15,9.1,6,0.88,Run quality tests,tests,37,130,steady,0.754,0.25,0.8422,0.5279,0.1093,1,13,0,0.567,0.616,0.66,0.905,0.905,1
451,QA,consultant,7,3,Sprint 3,8.1,12,0.73,Complete code reviews,reviews,61,53,strong_starter,0.7912,0.4844,1.2617,0.4502,0.0234,0,13,0,1.07,1.0,0.294,0.974,0.688,1
452,Sales,developer,11,22,Sprint 22,13.0,5,0.87,Complete code reviews,reviews,126,170,strong_starter,0.9013,0.6627,0.8388,1.0591,0.0656,1,5,0,1.15,0.618,0.381,1.0,0.863,1
453,QA,developer,12,6,Sprint 6,2.2,4,0.96,Deploy system updates,updates,25,109,struggling,0.652,0.3984,0.9092,-0.3721,0.192,1,2,4,0.736,0.611,0.602,0.998,0.911,0
454,Marketing,engineer,11,16,Sprint 16,3.9,18,0.66,Close support tickets,tickets,157,157,slow_starter,0.6846,0.4776,0.7225,-0.416,0.2157,1,5,3,0.888,0.562,0.572,0.913,0.801,0
455,Marketing,developer,11,21,Sprint 21,8.6,6,0.05,Process sales leads,leads,183,31,strong_starter,1.1832,0.343,0.9298,0.472,0.2534,1,8,3,0.788,0.564,0.41,0.851,0.034,1
456,Marketing,developer,7,3,Sprint 3,1.2,13,0.99,Close support tickets,tickets,77,38,strong_starter,0.6901,0.3989,0.9471,-1.1729,0.0246,1,6,9,0.717,0.655,0.611,0.839,1.0,0
457,QA,consultant,11,12,Sprint 12,14.0,2,0.77,Process sales leads,leads,176,173,slow_starter,1.0029,0.47,1.0223,2.1504,0.0835,0,12,1,1.15,1.0,0.18,0.998,0.773,1
458,Engineering,developer,9,5,Sprint 5,2.3,8,0.33,Deliver product features,features,56,139,strong_starter,0.1,0.4118,0.6602,0.1212,0.2004,1,5,5,0.885,0.485,0.941,0.986,0.228,0
459,Marketing,engineer,9,24,Sprint 24,10.5,9,0.43,Conduct client calls,calls,98,44,steady,1.0666,0.4488,0.3339,2.1094,0.1633,0,15,2,1.018,0.66,0.181,0.902,0.227,1
460,Marketing,tester,9,17,Sprint 17,11.1,15,0.49,Process sales leads,leads,189,120,struggling,0.6387,0.2787,0.6607,0.4514,0.3893,1,7,13,0.507,0.473,0.692,0.83,0.37,0
461,QA,consultant,3,24,Sprint 24,12.8,19,1.0,Resolve bug reports,bugs,39,30,steady,0.9061,0.4474,1.3362,-0.326,0.0229,0,10,4,0.866,1.0,0.198,0.931,0.94,1
462,Sales,consultant,6,9,Sprint 9,12.0,9,0.3,Run quality tests,tests,101,84,slow_starter,1.442,0.5695,1.0255,3.101,0.005,0,11,0,1.15,1.0,0.036,1.0,0.284,1
463,Marketing,tester,2,6,Sprint 6,3.3,10,0.92,Deliver product features,features,51,115,strong_starter,1.005,0.306,1.7722,0.8659,0.0557,0,18,0,0.685,1.0,0.238,0.997,0.804,1
464,QA,tester,7,15,Sprint 15,11.9,13,0.93,Close support tickets,tickets,205,64,strong_starter,1.1196,0.6868,1.0701,1.2026,0.0059,1,12,0,1.15,0.728,0.381,1.0,0.985,1
465,Sales,tester,12,11,Sprint 11,12.1,11,0.07,Process sales leads,leads,110,172,slow_starter,1.171,0.4003,1.0791,-0.2364,0.069,1,11,0,0.684,0.678,0.421,0.933,0.071,1
466,Marketing,tester,8,6,Sprint 6,9.1,9,0.71,Write documentation pages,pages,34,166,steady,1.2,0.4535,1.1131,0.0802,0.4635,1,4,4,0.777,0.665,0.461,0.948,0.69,0
467,Product,designer,6,7,Sprint 7,8.1,5,0.11,Deploy system updates,updates,11,157,struggling,0.4965,0.3574,0.9575,-2.267,0.3573,0,6,8,0.576,0.866,0.389,0.938,0.188,0
468,QA,tester,4,7,Sprint 7,5.4,15,0.73,Deliver product features,features,36,159,slow_starter,1.2089,0.5709,0.6479,-0.0664,0.1809,0,13,3,1.15,0.857,0.05,0.956,0.526,1
469,Sales,analyst,2,15,Sprint 15,6.1,16,0.12,Complete code reviews,reviews,55,162,steady,0.6545,0.2511,0.7371,-0.5193,0.2551,1,2,3,0.5,0.604,0.658,0.998,0.196,0
470,Engineering,engineer,10,22,Sprint 22,11.3,0,0.5,Process sales leads,leads,52,115,steady,0.8892,0.5914,0.8282,1.3013,0.1136,0,14,0,1.15,1.0,0.117,0.983,0.519,1
471,Product,tester,7,15,Sprint 15,10.2,8,0.15,Conduct client calls,calls,61,81,steady,1.3045,0.4617,0.3,1.8451,0.1684,0,6,0,1.15,0.742,0.087,0.991,0.157,1
472,Marketing,developer,10,11,Sprint 11,4.4,9,0.57,Process sales leads,leads,173,161,steady,1.066,0.698,0.7822,-0.5364,0.1909,1,12,4,1.15,0.553,0.318,0.976,0.452,1
473,Engineering,designer,12,2,Sprint 2,2.0,1,0.09,Write documentation pages,pages,44,143,strong_starter,0.9732,0.3389,1.3159,1.1382,0.0,0,18,6,0.757,1.0,0.35,0.892,0.092,1
474,Product,developer,5,23,Sprint 23,11.5,17,0.08,Process sales leads,leads,191,144,struggling,0.7485,0.5018,0.7279,-0.8985,0.1668,0,5,2,0.916,0.813,0.175,1.0,0.04,0
475,QA,engineer,9,10,Sprint 10,10.4,14,0.47,Process sales leads,leads,63,53,steady,0.3576,0.2748,0.6405,-2.2711,0.3464,0,3,16,0.451,0.732,0.437,0.693,0.519,0
476,Product,developer,9,16,Sprint 16,0.9,15,0.11,Process sales leads,leads,96,123,slow_starter,1.0934,0.5096,1.0998,-0.3142,0.0691,0,4,3,1.002,0.981,0.205,0.98,0.027,1
477,Engineering,designer,3,11,Sprint 11,8.6,2,0.79,Resolve bug reports,bugs,59,177,steady,1.3228,0.5957,1.2142,-0.1183,0.1405,0,11,3,1.082,1.0,0.078,0.945,0.742,1
478,QA,designer,3,11,Sprint 11,3.5,18,0.43,Deploy system updates,updates,21,92,strong_starter,0.9835,0.3699,0.3292,0.0964,0.1122,0,12,1,0.749,0.749,0.186,0.96,0.408,1
479,Engineering,consultant,11,16,Sprint 16,2.2,19,0.46,Write documentation pages,pages,44,90,slow_starter,1.2506,0.7377,0.8664,0.4588,0.1305,0,9,2,1.15,0.819,0.0,0.959,0.476,1
480,Engineering,consultant,11,13,Sprint 13,5.2,20,0.66,Complete code reviews,reviews,108,133,slow_starter,1.0953,0.4033,1.0646,-1.0064,0.2252,1,7,1,0.673,0.687,0.424,0.967,0.728,1
481,Sales,designer,10,10,Sprint 10,6.2,18,0.45,Process sales leads,leads,192,30,struggling,0.7079,0.3775,0.3256,-1.8953,0.315,1,6,11,0.608,0.346,0.522,0.728,0.437,0
482,QA,consultant,7,3,Sprint 3,8.9,19,0.99,Resolve bug reports,bugs,87,107,steady,0.8883,0.1746,0.7124,-1.7831,0.3633,1,5,8,0.322,0.414,0.558,0.948,1.0,0
483,Engineering,engineer,10,12,Sprint 12,2.1,9,0.87,Resolve bug reports,bugs,22,124,struggling,0.6627,0.3887,0.5879,1.7865,0.0554,1,7,0,0.791,0.533,0.625,0.986,0.862,0
484,QA,tester,5,22,Sprint 22,3.0,4,0.19,Deploy system updates,updates,26,127,slow_starter,1.9056,0.5039,1.2534,-0.3643,0.1266,0,12,1,1.062,1.0,0.0,0.877,0.161,1
485,Sales,analyst,2,3,Sprint 3,9.9,4,0.72,Deploy system updates,updates,15,103,slow_starter,1.2,0.2654,0.951,1.2361,0.3307,1,4,0,0.631,0.54,0.449,0.938,0.699,0
486,QA,designer,11,14,Sprint 14,9.5,14,0.51,Complete code reviews,reviews,51,65,slow_starter,0.7091,0.3403,0.2856,0.9666,0.2164,1,2,7,0.748,0.357,0.682,0.88,0.5,0
487,Engineering,tester,9,24,Sprint 24,3.9,16,0.27,Write documentation pages,pages,24,77,strong_starter,0.8132,0.6549,1.1427,-0.112,0.0,0,18,0,1.15,1.0,0.118,0.925,0.1,1
488,Product,engineer,11,16,Sprint 16,14.4,2,0.14,Close support tickets,tickets,49,175,struggling,1.2875,0.4637,2.0753,-0.7438,0.0171,0,10,2,0.835,1.0,0.0,0.919,0.0,1
489,Marketing,engineer,5,16,Sprint 16,9.6,2,0.68,Resolve bug reports,bugs,74,162,strong_starter,0.6,0.4675,0.9777,-0.3446,0.2119,0,17,1,0.813,0.899,0.29,0.961,0.624,1
490,Engineering,designer,9,17,Sprint 17,13.6,18,0.73,Process sales leads,leads,43,117,struggling,0.9301,0.4859,0.8639,0.5792,0.1324,0,9,4,0.979,0.825,0.201,0.925,0.756,1
491,Marketing,consultant,6,24,Sprint 24,11.9,8,0.06,Resolve bug reports,bugs,52,72,steady,0.6,0.7349,1.3086,-1.3005,0.0,0,19,0,1.15,1.0,0.222,0.989,0.117,1
492,Marketing,engineer,6,16,Sprint 16,1.7,16,0.08,Close support tickets,tickets,208,104,strong_starter,0.3222,0.072,0.7553,0.7574,0.08,0,10,8,0.209,0.875,0.423,0.915,0.165,0
493,Engineering,consultant,3,20,Sprint 20,3.0,18,0.74,Process sales leads,leads,101,100,slow_starter,0.4587,0.2418,0.5672,-3.5395,0.534,1,4,10,0.308,0.43,0.764,0.888,0.669,0
494,Marketing,engineer,7,3,Sprint 3,14.5,19,0.93,Complete code reviews,reviews,96,90,strong_starter,1.3074,0.2777,1.2996,-0.8589,0.2127,1,13,3,0.512,0.668,0.351,1.0,0.943,1
495,Sales,analyst,11,24,Sprint 24,12.7,1,0.64,Deploy system updates,updates,30,90,steady,1.0189,0.3605,0.33,-1.2257,0.3144,0,2,16,0.655,0.699,0.105,0.884,0.819,0
496,QA,consultant,10,8,Sprint 8,6.0,12,0.47,Complete code reviews,reviews,148,132,slow_starter,0.7566,0.648,1.0804,-1.3489,0.1444,1,16,0,1.15,0.606,0.428,1.0,0.472,1
497,Product,tester,12,2,Sprint 2,1.9,17,0.64,Close support tickets,tickets,113,144,steady,0.9137,0.6533,1.2605,1.294,0.0889,0,15,1,1.15,1.0,0.244,0.995,0.53,1
498,Engineering,developer,12,19,Sprint 19,6.2,7,0.73,Resolve bug reports,bugs,57,99,steady,1.4557,0.5576,1.3694,1.6962,0.1304,0,10,3,1.15,1.0,0.0,0.992,0.679,1
499,Engineering,consultant,2,3,Sprint 3,0.7,3,0.53,Write documentation pages,pages,53,76,steady,1.5299,0.6272,1.1616,0.8849,0.0101,0,19,5,1.15,1.0,0.0,0.894,0.533,1
500,Marketing,engineer,2,20,Sprint 20,10.0,6,0.95,Resolve bug reports,bugs,47,79,strong_starter,1.2131,0.4848,1.2628,0.687,0.0102,0,15,3,1.045,1.0,0.008,0.985,0.856,1
501,Marketing,analyst,3,23,Sprint 23,3.2,9,0.47,Deliver product features,features,13,63,strong_starter,0.8103,0.4517,0.7597,-0.2528,0.0807,0,16,1,0.801,0.937,0.199,0.981,0.506,1
502,Engineering,developer,2,13,Sprint 13,6.1,1,0.26,Resolve bug reports,bugs,69,112,steady,1.1519,0.6932,1.2429,-0.5974,0.2961,0,13,1,1.15,1.0,0.051,1.0,0.238,1
503,Sales,consultant,9,4,Sprint 4,2.6,13,0.22,Deliver product features,features,39,81,struggling,0.6142,0.3175,0.9415,-2.0072,0.0248,1,5,0,0.486,0.694,0.615,0.929,0.226,0
504,Marketing,consultant,6,15,Sprint 15,0.8,15,0.15,Resolve bug reports,bugs,28,38,slow_starter,1.3243,0.3027,1.3589,1.249,0.1859,0,17,6,0.663,1.0,0.059,0.842,0.273,1
505,QA,tester,2,17,Sprint 17,10.8,15,0.48,Deploy system updates,updates,23,68,struggling,0.3368,0.1708,1.0332,0.772,0.2492,1,9,9,0.443,0.642,0.865,1.0,0.528,0
506,QA,engineer,11,18,Sprint 18,14.1,11,0.33,Deliver product features,features,42,87,steady,1.1128,0.6411,0.9558,2.9768,0.1162,0,11,0,1.15,0.991,0.038,1.0,0.209,1
507,Product,engineer,9,10,Sprint 10,9.9,5,0.55,Deliver product features,features,31,166,struggling,0.7499,0.3679,1.1322,-1.1979,0.121,0,4,1,0.715,1.0,0.306,1.0,0.561,0
508,Product,designer,3,21,Sprint 21,6.9,6,0.14,Resolve bug reports,bugs,64,57,struggling,0.6743,0.25,0.5269,-2.0526,0.337,1,6,11,0.402,0.402,0.612,0.811,0.199,0
509,Marketing,consultant,6,16,Sprint 16,8.2,14,0.97,Process sales leads,leads,91,155,steady,0.8027,0.5522,1.1592,-0.4399,0.0471,1,13,0,1.073,0.705,0.566,1.0,0.901,1
510,Sales,consultant,12,17,Sprint 17,7.1,17,0.15,Write documentation pages,pages,60,40,slow_starter,1.2389,0.4383,1.4339,-1.0418,0.1433,0,9,1,0.734,1.0,0.031,1.0,0.122,1
511,Engineering,designer,11,2,Sprint 2,4.0,20,0.13,Close support tickets,tickets,228,66,steady,1.0702,0.5607,0.821,0.5814,0.2377,1,9,4,1.15,0.516,0.331,0.954,0.086,1
512,Marketing,engineer,3,4,Sprint 4,7.7,19,0.22,Resolve bug reports,bugs,27,146,slow_starter,1.2,0.3052,0.3793,-1.6119,0.4526,0,5,8,0.56,0.592,0.126,0.944,0.275,0
513,Marketing,tester,4,11,Sprint 11,12.6,6,0.76,Deploy system updates,updates,26,60,strong_starter,0.8595,0.267,0.6391,-0.759,0.0931,1,7,17,0.449,0.489,0.533,0.753,0.796,0
514,Sales,consultant,7,18,Sprint 18,2.9,7,0.93,Deliver product features,features,25,66,steady,0.6572,0.1623,0.6477,-2.0711,0.3201,1,9,1,0.181,0.542,0.658,1.0,0.918,0
515,QA,engineer,2,1,Sprint 1,3.1,2,0.71,Process sales leads,leads,126,70,steady,1.0579,0.6014,0.7794,0.4957,0.0657,0,7,2,1.15,0.884,0.036,1.0,0.78,1
516,Product,tester,9,14,Sprint 14,4.0,5,0.61,Onboard new clients,clients,25,62,steady,1.3507,0.4972,0.4921,2.4982,0.0945,1,10,2,1.15,0.467,0.374,1.0,0.524,1
517,Product,developer,8,1,Sprint 1,8.6,6,0.12,Onboard new clients,clients,22,52,steady,0.5181,0.4436,0.1,-0.5144,0.0997,1,5,6,0.824,0.282,0.605,0.999,0.269,0
518,QA,consultant,12,7,Sprint 7,4.5,6,0.11,Write documentation pages,pages,65,168,slow_starter,0.7979,0.7615,0.9442,0.4921,0.0943,1,10,3,1.15,0.626,0.387,0.937,0.0,1
519,Engineering,engineer,12,12,Sprint 12,4.6,13,0.25,Onboard new clients,clients,18,75,slow_starter,1.1032,0.3725,0.9897,1.8571,0.2079,0,12,1,0.977,0.96,0.131,0.915,0.282,1
520,Marketing,analyst,4,1,Sprint 1,7.5,3,0.07,Onboard new clients,clients,4,56,slow_starter,0.9239,0.2053,0.7074,-0.7499,0.2742,1,2,6,0.428,0.469,0.571,0.855,0.099,0
521,Product,analyst,3,11,Sprint 11,3.8,7,0.74,Process sales leads,leads,113,137,steady,1.0437,0.4085,1.5331,1.3718,0.0456,0,14,3,0.961,1.0,0.21,0.95,0.711,1
522,Engineering,designer,4,7,Sprint 7,14.0,14,0.18,Conduct client calls,calls,29,150,slow_starter,1.2,0.3453,0.5041,-2.7758,0.4946,1,2,2,0.482,0.424,0.455,0.979,0.205,0
523,Sales,developer,4,2,Sprint 2,10.5,1,0.28,Conduct client calls,calls,100,121,slow_starter,0.5379,0.3209,0.642,0.7156,0.4354,1,8,6,0.725,0.422,0.634,0.93,0.287,0
524,Product,tester,4,21,Sprint 21,14.3,5,0.58,Deploy system updates,updates,16,117,steady,1.3367,0.5143,0.6689,0.4124,0.1102,0,13,3,1.122,0.805,0.0,0.922,0.636,1
525,Sales,tester,9,15,Sprint 15,4.5,13,0.74,Deploy system updates,updates,39,155,strong_starter,1.0912,0.2527,0.5476,1.2635,0.3708,1,8,2,0.603,0.361,0.431,0.97,0.693,0
526,Engineering,designer,2,2,Sprint 2,14.9,16,0.03,Process sales leads,leads,86,68,slow_starter,0.6402,0.0839,0.9076,0.8905,0.0274,1,9,3,0.225,0.651,0.72,0.947,0.127,0
527,Marketing,engineer,8,7,Sprint 7,2.4,9,0.24,Deliver product features,features,36,156,steady,0.7777,0.6251,1.4545,1.138,0.3092,0,10,3,1.15,1.0,0.201,0.961,0.344,1
528,Marketing,engineer,9,15,Sprint 15,11.7,12,0.18,Resolve bug reports,bugs,35,147,struggling,0.5673,0.0881,0.4649,0.3309,0.4949,0,7,14,0.114,0.615,0.432,0.899,0.187,0
529,Product,tester,2,10,Sprint 10,6.7,8,0.7,Close support tickets,tickets,200,48,strong_starter,1.2796,0.4777,1.1273,0.3004,0.0167,0,12,1,0.976,1.0,0.049,0.958,0.802,1
530,Product,consultant,2,17,Sprint 17,14.2,11,0.89,Conduct client calls,calls,120,50,slow_starter,0.3842,0.1919,1.454,-1.4918,0.1105,1,9,0,0.315,0.956,0.712,0.901,0.77,0
531,Marketing,consultant,3,18,Sprint 18,10.8,6,0.14,Process sales leads,leads,40,123,strong_starter,1.3336,0.6975,0.9057,1.1015,0.2251,0,20,1,1.15,0.854,0.0,0.979,0.125,1
532,Sales,consultant,5,11,Sprint 11,5.6,8,0.5,Onboard new clients,clients,26,178,steady,1.0021,0.4912,0.5685,0.8583,0.3501,1,7,12,1.07,0.525,0.38,0.907,0.49,0
533,Marketing,engineer,9,23,Sprint 23,8.2,17,0.9,Write documentation pages,pages,32,145,steady,1.2143,0.7175,1.0717,-1.2145,0.1758,0,16,0,1.15,0.896,0.0,0.955,0.965,1
534,QA,analyst,6,3,Sprint 3,2.1,8,0.11,Deliver product features,features,20,147,steady,1.1304,0.36,1.3792,-1.2272,0.1297,1,9,1,0.657,0.839,0.507,0.989,0.135,1
535,Marketing,analyst,9,12,Sprint 12,6.6,20,0.02,Conduct client calls,calls,86,35,steady,0.9862,0.5655,1.2294,0.2419,0.0,0,14,2,1.124,1.0,0.21,0.967,0.002,1
536,QA,tester,7,21,Sprint 21,9.9,10,0.49,Conduct client calls,calls,126,163,slow_starter,0.393,0.1767,1.0108,-0.1986,0.2229,1,8,3,0.421,0.705,0.766,0.95,0.281,0
537,Sales,developer,4,9,Sprint 9,3.8,11,0.97,Run quality tests,tests,76,147,steady,0.7148,0.3525,1.126,-0.0089,0.0,0,11,3,0.731,0.955,0.302,0.91,1.0,1
538,Marketing,analyst,10,10,Sprint 10,3.1,5,0.84,Write documentation pages,pages,28,146,struggling,0.9117,0.1653,0.3902,-0.8574,0.02,0,8,6,0.351,0.695,0.255,0.884,0.76,0
539,Product,tester,4,15,Sprint 15,4.3,5,0.21,Complete code reviews,reviews,71,90,strong_starter,0.7927,0.6794,0.8426,0.4866,0.0657,0,7,1,1.15,0.857,0.22,0.946,0.171,1
540,Sales,tester,6,4,Sprint 4,13.8,12,0.93,Write documentation pages,pages,19,125,slow_starter,1.238,0.4471,1.0928,0.0038,0.1116,0,3,0,0.925,1.0,0.025,0.988,0.954,1
541,Marketing,tester,7,21,Sprint 21,10.7,15,0.9,Write documentation pages,pages,19,31,struggling,0.8872,0.02,0.3542,-0.7158,0.3984,0,14,6,0.05,0.642,0.405,0.812,0.827,0
542,QA,developer,3,24,Sprint 24,7.4,1,0.14,Process sales leads,leads,200,67,strong_starter,0.9587,0.3995,0.3122,0.0696,0.4396,1,10,7,0.787,0.354,0.436,0.917,0.03,0
543,Engineering,developer,2,20,Sprint 20,9.8,18,0.53,Deploy system updates,updates,45,86,slow_starter,1.377,0.5039,1.5113,0.8906,0.0,0,18,5,1.142,1.0,0.0,0.949,0.474,1
544,QA,consultant,12,3,Sprint 3,14.6,12,0.19,Conduct client calls,calls,22,51,strong_starter,1.54,0.5602,0.3,0.7233,0.0687,0,12,1,1.15,0.755,0.0,0.963,0.187,1
545,QA,developer,8,12,Sprint 12,0.7,11,0.35,Close support tickets,tickets,210,122,slow_starter,1.1051,0.4277,1.2768,0.856,0.2386,0,18,0,0.97,0.992,0.164,0.974,0.268,1
546,QA,designer,6,6,Sprint 6,12.2,13,0.73,Deliver product features,features,21,143,struggling,0.7756,0.02,0.1,-0.5452,0.3115,1,5,0,0.05,0.266,0.713,0.999,0.823,0
547,QA,tester,7,3,Sprint 3,14.0,18,0.76,Process sales leads,leads,52,66,steady,1.2033,0.4354,0.9846,-1.1932,0.0903,1,17,3,0.837,0.652,0.455,0.945,0.878,1
548,Marketing,analyst,5,6,Sprint 6,12.6,9,0.55,Resolve bug reports,bugs,68,74,slow_starter,1.0943,0.639,1.5815,0.1372,0.1197,1,18,1,1.15,1.0,0.347,0.994,0.642,1
549,QA,analyst,2,1,Sprint 1,2.7,9,0.96,Process sales leads,leads,107,156,strong_starter,0.9418,0.3989,1.1663,-1.6224,0.0741,0,13,1,0.591,1.0,0.209,1.0,0.939,1
550,Sales,engineer,3,9,Sprint 9,7.6,2,0.6,Resolve bug reports,bugs,68,75,strong_starter,0.8712,0.5777,1.0066,-0.9455,0.2323,0,10,0,1.113,0.908,0.148,0.912,0.739,1
551,Engineering,developer,10,24,Sprint 24,8.8,8,0.16,Deploy system updates,updates,22,151,strong_starter,0.3518,0.3088,0.8938,0.1139,0.2916,1,2,3,0.634,0.531,0.777,1.0,0.237,0
552,Product,designer,12,12,Sprint 12,1.2,9,0.53,Complete code reviews,reviews,121,71,strong_starter,0.7812,0.8475,1.3409,0.3481,0.1981,0,22,0,1.15,0.958,0.143,1.0,0.527,1
553,Product,consultant,6,9,Sprint 9,10.4,11,0.1,Complete code reviews,reviews,54,72,slow_starter,0.9298,0.2531,1.207,1.951,0.0468,0,14,0,0.628,1.0,0.214,0.962,0.069,1
554,QA,designer,7,6,Sprint 6,2.0,4,0.5,Close support tickets,tickets,75,162,slow_starter,1.1994,0.3563,0.945,0.3044,0.0011,0,20,0,0.701,0.929,0.203,1.0,0.425,1
555,Marketing,consultant,3,14,Sprint 14,7.2,2,0.12,Run quality tests,tests,98,164,steady,0.9987,0.3301,0.6972,-0.7289,0.1951,1,8,5,0.703,0.457,0.578,0.964,0.144,0
556,QA,tester,10,11,Sprint 11,3.0,9,0.03,Write documentation pages,pages,29,122,steady,1.3166,0.4518,1.3738,-2.6283,0.0352,0,9,0,0.655,1.0,0.073,1.0,0.0,1
557,Sales,engineer,8,23,Sprint 23,11.6,3,0.08,Complete code reviews,reviews,88,108,slow_starter,1.1959,0.5574,1.3983,1.2046,0.1027,0,9,0,1.15,1.0,0.068,1.0,0.076,1
558,Marketing,tester,2,16,Sprint 16,2.2,8,0.04,Close support tickets,tickets,90,57,steady,1.1042,0.5601,0.9046,-0.6679,0.0,0,10,2,1.01,0.95,0.114,0.991,0.0,1
